Year,Indicator_Name,Value
2005,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",33.86999893
2004,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",33.47200012
2003,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",33.08100128
2002,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.69499969
2001,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.31499863
2000,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",31.94199944
1999,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",31.99099922
1998,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.04499817
1997,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.10300064
1996,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.1609993
1995,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.2179985
1994,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.27700043
1993,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",32.06700134
1992,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",31.92300034
1991,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",31.82999992
1990,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",31.78199959
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",81.6289978
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",81.58399963
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",81.54299927
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",81.78399658
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.00900269
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.16200256
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.28099823
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.3730011
2011,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.86699677
2010,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",83.35800171
2009,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",83.86000061
2008,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",84.35900116
2007,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",84.85700226
2006,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.35900116
2005,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.86599731
2004,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.75900269
2003,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.65599823
2002,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.55999756
2001,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.47399902
2000,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.40299988
1999,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.6289978
1998,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.8710022
1997,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.12000275
1996,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.36399841
1995,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.59500122
1994,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.80899811
1993,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.85700226
1992,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.90899658
1991,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.97499847
1990,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",87.06300354
2019,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.18999863
2018,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.24700165
2017,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.30699921
2016,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.37599945
2015,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.42300034
2014,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.42699814
2013,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.40499878
2012,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",54.36700058
2011,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",55.29600143
2010,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",56.25500107
2009,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",57.11800003
2008,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",58
2007,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",58.90299988
2006,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",59.83200073
2005,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.79000092
2004,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.54000092
2003,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.29800034
2002,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.06399918
2001,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",59.8390007
2000,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",59.6230011
1999,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",59.76399994
1998,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",59.91600037
1997,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.07400131
1996,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.23199844
1995,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.38600159
1994,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.52999878
1993,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.45999908
1992,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.42599869
1991,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.42399979
1990,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",60.45199966
2019,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.41300011
2018,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.60499954
2017,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.79599953
2016,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.65699959
2015,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.50099945
2014,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.35000038
2013,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.18600082
2012,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",23.01799965
2011,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",24.38899994
2010,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",25.82900047
2009,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",27.01000023
2008,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",28.23200035
2007,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",29.49699974
2006,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",30.80800056
